"동별","연령별","항목","단위","2024. 4/4","2025. 1/4","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"용산구","100세 이상","등록외국인","","4","4","2","2","2","2","2","2","2","2","1","4","4",
"성동구","합계","계","","281289","281062","303891","305065","307161","312711","316463","308979","300505","292672","288234","284766","281289",
"성동구","합계","한국인","","273669","273523","296086","297003","299259","304808","308221","300889","293556","285990","281000","277361","273669",
"성동구","합계","등록외국인","","7620","7539","7805","8062","7902","7903","8242","8090","6949","6682","7234","7405","7620",
"성동구","0~4세","계","","7669","7621","12476","12688","12703","12661","12345","11370","10197","9305","8752","7972","7669",
"성동구","0~4세","한국인","","7563","7530","12311","12501","12487","12448","12124","11181","10061","9179","8637","7856","7563",
"성동구","0~4세","등록외국인","","106","91","165","187","216","213","221","189","136","126","115","116","106",
"성동구","5~9세","계","","8494","8265","11142","11109","11206","11113","11081","10928","10503","10155","9695","9135","8494",
"성동구","5~9세","한국인","","8411","8178","11067","11017","11106","10989","10953","10802","10388","10043","9598","9037","8411",
"성동구","5~9세","등록외국인","","83","87","75","92","100","124","128","126","115","112","97","98","83",
"성동구","10~14세","계","","8309","8317","11941","10863","10354","10355","10222","9645","9180","9065","8739","8410","8309",
"성동구","10~14세","한국인","","8237","8248","11878","10809","10299","10295","10161","9576","9117","8998","8668","8340","8237",
"성동구","10~14세","등록외국인","","72","69","63","54","55","60","61","69","63","67","71","70","72",
"성동구","15~19세","계","","9546","9541","15586","15286","14511","13870","13137","12316","10996","10109","10155","9906","9546",
"성동구","15~19세","한국인","","9094","9262","15318","14986","14191","13559","12808","11859","10698","9905","9839","9511","9094",
"성동구","15~19세","등록외국인","","452","279","268","300","320","311","329","457","298","204","316","395","452",
"성동구","20~24세","계","","18253","17748","22051","22429","22458","22749","23163","22455","21368","20309","19876","19102","18253",
"성동구","20~24세","한국인","","16106","15933","20706","20956","20813","21011","21164","20347","19590","18539","17823","17016","16106",
"성동구","20~24세","등록외국인","","2147","1815","1345","1473","1645","1738","1999","2108","1778","1770","2053","2086","2147",
"성동구","25~29세","계","","24341","24415","23984","23964","24559","26099","26888","26763","26519","26065","25669","25407","24341",
"성동구","25~29세","한국인","","22847","22699","22730","22716","23383","24929","25733","25638","25453","24924","24315","23963","22847",
"성동구","25~29세","등록외국인","","1494","1716","1254","1248","1176","1170","1155","1125","1066","1141","1354","1444","1494",
"성동구","30~34세","계","","25524","25591","27795","26915","26365","26026","26102","25183","24371","23908","24053","24660","25524",
"성동구","30~34세","한국인","","24802","24778","27016","26070","25507","25124","25248","24419","23676","23247","23353","23946","24802",
"성동구","30~34세","등록외국인","","722","813","779","845","858","902","854","764","695","661","700","714","722",
"성동구","35~39세","계","","22172","22277","25405","25699","26537","27863","28711","27121","25765","24086","22830","22239","22172",
"성동구","35~39세","한국인","","21622","21697","24796","25124","25979","27272","28111","26545","25229","23568","22317","21718","21622",
"성동구","35~39세","등록외국인","","550","580","609","575","558","591","600","576","536","518","513","521","550",
"성동구","40~44세","계","","21850","21658","27561","26311","25032","24488","23476","22796","22406","22412","22477","22558","21850",
"성동구","40~44세","한국인","","21435","21222","26907","25715","24526","24025","22986","22344","21994","22018","22071","22162","21435",
"성동구","40~44세","등록외국인","","415","436","654","596","506","463","490","452","412","394","406","396","415",
"성동구","45~49세","계","","18646","18685","24838","25268","26266","26796","26817","25348","23441","21684","20465","19071","18646",
"성동구","45~49세","한국인","","18319","18330","24135","24567","25637","26158","26245","24825","23026","21328","20168","18764","18319",
"성동구","45~49세","등록외국인","","327","355","703","701","629","638","572","523","415","356","297","307","327",
"성동구","50~54세","계","","22503","22319","25662","25234","24506","24345","25169","24810","24421","24604","24221","23558","22503",
"성동구","50~54세","한국인","","22134","21977","24850","24438","23737","23660","24468","24187","23919","24154","23776","23174","22134",
"성동구","50~54세","등록외국인","","369","342","812","796","769","685","701","623","502","450","445","384","369",
"성동구","55~59세","계","","21764","21842","23259","24177","24979","25594","25698","24905","23842","22491","21574","21719","21764",
"성동구","55~59세","한국인","","21318","21417","22561","23404","24334","24954","24981","24259","23329","22000","21135","21275","21318",
"성동구","55~59세","등록외국인","","446","425","698","773","645","640","717","646","513","491","439","444","446",
"성동구","60~64세","계","","20973","20876","15507","16958","18423","19479","20887","21392","21893","22099","22008","21567","20973",
"성동구","60~64세","한국인","","20751","20575","15247","16675","18120","19232","20610","21111","21641","21886","21770","21339","20751",
"성동구","60~64세","등록외국인","","222","301","260","283","303","247","277","281","252","213","238","228","222",
"성동구","65~69세","계","","17980","17987","12639","13128","13006","13397","13756","14118","14994","15988","16592","17347","17980",
"성동구","65~69세","한국인","","17867","17875","12572","13039","12938","13325","13669","14022","14893","15882","16484","17239","17867",
"성동구","65~69세","등록외국인","","113","112","67","89","68","72","87","96","101","106","108","108","113",
"성동구","70~74세","계","","11814","12228","10685","10680","10764","10895","11127","11307","11569","11193","11217","11410","11814",
"성동구","70~74세","한국인","","11745","12155","10660","10654","10734","10870","11106","11280","11533","11156","11172","11350","11745",
"성동구","70~74세","등록외국인","","69","73","25","26","30","25","21","27","36","37","45","60","69",
"성동구","75~79세","계","","9362","9461","7047","7486","7997","8828","9073","9155","9065","8973","8920","9073","9362",
"성동구","75~79세","한국인","","9348","9436","7036","7477","7989","8821","9060","9144","9053","8955","8901","9057","9348",
"성동구","75~79세","등록외국인","","14","25","11","9","8","7","13","11","12","18","19","16","14",
"성동구","80~84세","계","","7008","6979","3630","3979","4458","4907","5307","5567","5878","6080","6642","6899","7008",
"성동구","80~84세","한국인","","7001","6972","3622","3971","4450","4900","5300","5560","5871","6075","6637","6892","7001",
"성동구","80~84세","등록외국인","","7","7","8","8","8","7","7","7","7","5","5","7","7",
"성동구","85~89세","계","","3638","3755","1664","1820","1947","2098","2239","2458","2654","2933","3132","3429","3638",
"성동구","85~89세","한국인","","3634","3750","1660","1818","1944","2094","2235","2454","2649","2927","3127","3425","3634",
"성동구","85~89세","등록외국인","","4","5","4","2","3","4","4","4","5","6","5","4","4",
"성동구","90~94세","계","","1158","1196","653","685","680","698","790","869","935","965","966","1038","1158",
"성동구","90~94세","한국인","","1156","1193","651","683","678","697","789","868","933","963","963","1036","1156",
"성동구","90~94세","등록외국인","","2","3","2","2","2","1","1","1","2","2","3","2","2",
"성동구","95~99세","계","","246","262","202","208","211","232","243","236","254","197","201","217","246",
"성동구","95~99세","한국인","","245","261","200","206","209","230","241","234","252","195","201","217","245",
"성동구","95~99세","등록외국인","","1","1","2","2","2","2","2","2","2","2","-","-","1",
"성동구","100세 이상","계","","39","39","164","178","199","218","232","237","254","51","50","49","39",
"성동구","100세 이상","한국인","","34","35","163","177","198","215","229","234","251","48","45","44","34",
"성동구","100세 이상","등록외국인","","5","4","1","1","1","3","3","3","3","3","5","5","5",
"광진구","합계","계","","348652","348660","377375","375180","372104","372298","371063","366972","360109","352627","351252","351180","348652",
"광진구","합계","한국인","","331963","331934","363354","360369","357215","357703","355559","351350","346682","339996","337416","335554","331963",
"광진구","합계","등록외국인","","16689","16726","14021","14811","14889","14595","15504","15622","13427","12631","13836","15626","16689",
"광진구","0~4세","계","","6122","6019","13800","13483","13107","12351","11578","10307","8719","7661","7052","6586","6122",
"광진구","0~4세","한국인","","5835","5783","13475","13118","12690","11888","11122","9873","8351","7338","6764","6290","5835",
"광진구","0~4세","등록외국인","","287","236","325","365","417","463","456","434","368","323","288","296","287",
"광진구","5~9세","계","","8553","8366","12957","12997","12741","12577","12357","12122","11536","10714","9992","9235","8553",
"광진구","5~9세","한국인","","8263","8080","12819","12816","12532","12324","12060","11784","11221","10406","9683","8918","8263",
"광진구","5~9세","등록외국인","","290","286","138","181","209","253","297","338","315","308","309","317","290",
"광진구","10~14세","계","","11205","11106","15655","14107","13407","13387","12966","12482","12429","12070","11717","11500","11205",
"광진구","10~14세","한국인","","10915","10813","15569","14022","13315","13257","12825","12326","12237","11867","11511","11253","10915",
"광진구","10~14세","등록외국인","","290","293","86","85","92","130","141","156","192","203","206","247","290",
"광진구","15~19세","계","","13132","12800","21835","21061","19709","18322","17274","16225","14278","13318","13653","13571","13132",
"광진구","15~19세","한국인","","12071","12192","21264","20416","18945","17618","16409","15247","13694","12907","12958","12551","12071",
"광진구","15~19세","등록외국인","","1061","608","571","645","764","704","865","978","584","411","695","1020","1061",
